s1_entity_id,country,has_true_pair,num_true_matches,true_target_sources,true_target_ids,name_raw,addr_raw,name_normalized,addr_normalized,routes_attempted,nearest_gt_name_similarity,category
S1-626573685,US,True,2,"S2,S3","S2-810020218,S3-292906228",Prime Resorts Co,"IN, Unit SUITE, 708 115 Adams Street, Ca",prime resorts company,in unit suite 708 115 adams street carme,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-540475109,US,True,3,"S2,S3","S2-73303104,S3-905961159,S3-60186256",O 3 B Nuveen Inc.,"NM, 2001 122 Clinton Street, Hobbs",o 3 b nuveen incorporated,nm 2001 122 clinton street hobbs,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.75,B_True_Matched_Retrieval_Failure
S1-922815183,US,True,3,"S2,S3","S2-953839577,S3-219208313,S3-884521434",Cardiology Federal Center,"Holden, MA, 126 Winthrop Lane",cardiology federal center,holden ma 126 winthrop lane,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-546300449,India,True,5,"S2,S3","S2-675345122,S2-842197025,S2-73608966,S2-354657240,S3-902107381",International Vision Industries Private ,"A-35 Jhilmil Industrial Area, Delhi, Eas",international vision industries private ,a 35 jhilmil industrial area delhi east ,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",95.56,B_True_Matched_Retrieval_Failure
S1-719738148,India,True,5,"S2,S3","S2-332300103,S3-376781570,S2-360529220,S2-389453105,S3-504736762",Sunshine Pharmaceuticals Private Limited,"H.No. 10 Puranpur Road Ba, Shahjahanpur,",sunshine pharmaceuticals private limited,h number 10 puranpur road ba shahjahanpu,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-296554372,US,False,0,,,Blue Value Environmental Services LLC,"TX, 9745 Staubach Drive, City Of El Paso",blue value environmental services limite,tx 9745 staubach drive city of el paso,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-980981649,India,True,5,"S3,S2","S3-769081941,S3-841767165,S3-428720336,S2-718020586,S3-493235684",International Producer Pvt Ltd,"Uttar Pradesh, H.No.141, Sitamarhi, Bhad",international producer private limited,uttar pradesh h number 141 sitamarhi bha,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-270623960,India,True,4,"S2,S3","S2-79535465,S2-299219001,S2-699575527,S3-461941008",Alpha Global Energy LLP,"Rewari, Mustkil No-172, Haryana, Rewari,",alpha global energy limited liability pa,rewari mustkil number 172 haryana rewari,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",95.65,B_True_Matched_Retrieval_Failure
S1-392818134,US,True,1,S2,S2-490134214,Best Financial Ventures LLC,"AZ, Fl 1, Chandler, 262 Oakland Street",best financial ventures limited liabilit,az floor 1 chandler 262 oakland street,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",94.74,B_True_Matched_Retrieval_Failure
S1-124463001,US,True,2,"S2,S3","S2-21959040,S3-530316671",Ridge Regional Network LLC,"TX, Round Rock, 1602 Frontier Trail",ridge regional network limited liability,tx round rock 1602 frontier trail,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",92.31,B_True_Matched_Retrieval_Failure
S1-82086698,India,True,6,"S3,S2","S3-978654983,S2-630078869,S2-658619646,S3-633935414,S2-3308150,S3-427587109",Perfect Global Pvt. Ltd.,"G-1, Shri Shyam Excellency, 1216-1217, R",perfect global private limited,g 1 shri shyam excellency 1216 1217 rani,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",97.87,B_True_Matched_Retrieval_Failure
S1-835191229,India,True,3,"S3,S2","S3-216188192,S2-352264048,S2-134014606",Golden Real Solutions Limited,"Vill-Patju Paharpur, Uttar Pradesh, Akha",golden real solutions limited,vill patju paharpur uttar pradesh akhand,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.43,B_True_Matched_Retrieval_Failure
S1-925885613,India,True,3,S3,"S3-495036295,S3-509918755,S3-528312664",Digital Smart Healthcare Private Limited,"Byju Roadpost Kunnamkulam Kunnamkulam, T",digital smart healthcare private limited,byju roadpost kunnamkulam kunnamkulam th,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",23.53,B_True_Matched_Retrieval_Failure
S1-336993412,India,True,2,"S2,S3","S2-367168795,S3-15632662",Shakti Classic Products Limited,"Kls Chamber, Jaipur, 1St Floor, Leela Ma",shakti classic products limited,kls chamber jaipur 1st floor leela mansi,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.55,B_True_Matched_Retrieval_Failure
S1-424947415,US,True,4,"S2,S3","S2-756922333,S3-312696629,S3-523297685,S2-644560684",Harbor Federation III,"Beverly, 179 Lothrop Street, MA",harbor federation iii,beverly 179 lothrop street ma,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-207401967,India,True,3,"S2,S3","S2-108214448,S3-97057661,S2-415819266",Star Baba Projects Limited,"D Â 401, Lous Aura-2, Nr. Iocl Petrol ",star baba projects limited,d â 401 lous aura 2 nr iocl petrol pum,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",10.71,B_True_Matched_Retrieval_Failure
S1-565173667,India,True,3,"S3,S2","S3-653328006,S3-624861967,S2-910023064",Vijay Pioneer Power,"Ews 856, Ratnakar Khand, South City Rb R",vijay pioneer power,ews 856 ratnakar khand south city rb roa,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",94.74,B_True_Matched_Retrieval_Failure
S1-887446764,US,True,1,S2,S2-195399148,Webb Futurecorp,"Chesterfield County, 1413 Braisden Road,",webb futurecorp,chesterfield county 1413 braisden road v,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",6.67,B_True_Matched_Retrieval_Failure
S1-472900557,India,True,7,"S3,S2","S3-14380956,S2-350390259,S3-545758490,S2-741352232,S3-93523775,S3-718582652,S2-308928650",Ace East Trading,"C-76, N D S E South Extn.Part-Ii, New De",ace east trading,c 76 n d s e south extn part ii new delh,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",88.89,B_True_Matched_Retrieval_Failure
S1-704371820,India,True,3,"S3,S2","S3-734669661,S2-281717207,S3-558675329",Ace Resorts Private Limited,"Shop No. 55, Maharashtra, Thane, Gayatri",ace resorts private limited,shop number 55 maharashtra thane gayatri,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",92.31,B_True_Matched_Retrieval_Failure
S1-762404372,India,True,3,"S3,S2","S3-400310509,S2-874125030,S3-799771268",Gold Hotel Management LLP,"S 157 P 30 To 38, Giriraj, Vihar, E-16 B",gold hotel management limited liability ,s 157 p 30 to 38 giriraj vihar e 16 bijl,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",96.0,B_True_Matched_Retrieval_Failure
S1-146781629,US,True,2,S3,"S3-70377954,S3-767437563",Clark Capital Healthy Inc,"Virginia Beach City, 5708 -A-104 Northam",clark capital healthy incorporated,virginia beach city 5708 a 104 northampt,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-472201747,India,True,3,"S3,S2","S3-859213889,S3-190271866,S2-947617483",Adr Farms Private Limited,"#6-3-668/10/23, Iind Floor Durganagar Co",adr farms private limited,6 3 668 10 23 iind floor durganagar colo,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",91.3,B_True_Matched_Retrieval_Failure
S1-379133443,India,True,3,"S2,S3","S2-518614807,S3-675542676,S2-840772654",Sagar Vidyalaya,"Shiv City Ind. Esate, C Building G-6, 7,",sagar vidyalaya,shiv city ind esate c building g 6 7 man,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-456950732,India,True,4,"S2,S3","S2-273680950,S3-199287612,S3-611450994,S3-509613169",Sunrise Big Technology Pvt Ltd,"C/O - Mahesh Prasad Verma, At P.O - Saha",sunrise big technology private limited,c o mahesh prasad verma at p o sahadai b,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",89.66,B_True_Matched_Retrieval_Failure
S1-159769439,India,True,3,"S2,S3","S2-408739170,S3-84116866,S2-228032922",Delhi Insurance Limited,"Pvt. No.301, Pno G-79, 3Rd Floor, Main B",delhi insurance limited,pvt number 301 pno g 79 3rd floor main b,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",93.62,B_True_Matched_Retrieval_Failure
S1-479456079,India,False,0,,,Dime (india) Private Limited,"Rz-221, Baba Haridas Enclave, Jharoda Ka",dime india private limited,rz 221 baba haridas enclave jharoda kala,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",0.0,A_True_Singleton
S1-560222813,India,True,4,"S2,S3","S2-950134626,S2-77319914,S3-397453024,S2-57813870",Bangalore International Ltd,"#153, Seegehalli Village, K R Puram, Ban",bangalore international limited,153 seegehalli village k r puram bangalo,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",100.0,B_True_Matched_Retrieval_Failure
S1-289183550,India,True,3,"S3,S2","S3-19178245,S2-657036442,S3-984538018",International Healthcare Pvt Ltd,"Main Road Near Block Office, Fatuha, Pat",international healthcare private limited,main road near block office fatuha patna,"exact_name,exact_address,name_sig,addr_sig,rare_tokens",65.62,B_True_Matched_Retrieval_Failure
