s1_id,target_id,target_source,s1_name,target_name,name_fuzz_ratio,name_token_overlap,s1_address,target_address,addr_fuzz_ratio,addr_token_overlap,numeric_overlap,s1_country,target_country,failure_category
S1-224534945,S2-518930624,S2,Gitanjali Realestate Private Limited,PRIVATEREALESTATE.COM #85158,6.25,0,"Khasra No 950, 950 Me And 951, Village Kilhora Jalalabad Hapur, Hapur, Ghaziabad, Uttar Pradesh","950., GHAZIABAD, NEW DELHI, Uttar Pradesh",36.76470588235294,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-330281696,S2-448188089,S2,New International Private Limited,न्यू इंटरनेशनल प्राइवेट लिमिटेड,9.375,0,"B-148, Vikas Vihar Vikas Nagar, Uttam Nagar, New Delhi, West Delhi, Delhi","Delhi, SOUTH WEST DELHI, WEST DELHI, B-148",26.086956521739136,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-410040347,S3-186997268,S3,Temple Synagogue,Temple Partners,58.06451612903225,1,"10202 W Maple Road, Omaha, NE",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-499382294,S3-972269320,S3,Blanco Lifesciences,Blanco Center,62.5,1,"671 Alpha Avenue, Brownsburg, IN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-609062608,S3-420083497,S3,Surya Investment,Mr Surya Surya Service,42.10526315789473,1,"No. B-1803, 18Th Floor Ebony Block, Salarpuria Sattva Greenage, Bengaluru, Bangalore, Karnataka",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-481666470,S2-893661944,S2,Shakti Services,शक्ति सर्विसेज,6.896551724137934,0,"101, Plot No. A11, Midas Chambers, Off Link Road, Andheri W, Est, Mumbai, Mumbai City, Maharashtra","101, MUMBAI, MUMBAI CITY, Maharashtra",38.51851851851852,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-753495835,S2-518701172,S2,Orbic Indigo,Deltaorbiiri,33.333333333333336,0,"1779 Mill Lane, Millcreek, UT","SALT LAKE CITY, 1779 MILL LN, UT",39.34426229508197,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-887816750,S2-583908458,S2,Cozy Seafood Company,Arconyx,22.22222222222222,0,"4688 Walker Avenue, Unit Slip 20, Orange Beach, AL","BALDWIN COUNTY, AL, 4688 1/2 WALKER AVE",22.47191011235955,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-68953626,S2-347955887,S2,Neff Arc LLC,LLC NEFF ÁRC,25.0,2,"9128 Rowe Court, Charlotte, NC","NC, PMB 729, 8798 ROWE CT, CHARLOTTE",27.27272727272727,3,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-424010232,S3-244010851,S3,Good Systems Private Limited,गुड सिस्टम्स प्राइवेट लिमिटेड,10.526315789473683,0,"Pune, Sai Ambience, Maharashtra, Pune, B-1001, Pimple Saudagar","Sai Ambience, Sangvi, MH",41.860465116279066,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-597762257,S3-426660831,S3,Green Logistics Private Limited,ग्रीन लॉजिस्टिक्स प्राइवेट लिमिटेड,9.230769230769232,0,"E-7, Second Floor, New Delhi, South Delhi, Delhi","South Delhi, No. 225 E-7, DL, New Delhi",45.97701149425287,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-216181354,S3-317748253,S3,United Consultants Private Limited,यूनाइटेड कंसल्टेंट्स प्राइवेट लिमिटेड,8.450704225352112,0,"1/522A, Survey No 52, Rajput Associates, Kolkhe, Panvel, Raigarh(Mh), Maharashtra","001/522A, Panvel, महाराष्ट्र",29.357798165137616,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-948768038,S3-551969084,S3,Happy Tattoo,Happy Táttoo,91.66666666666666,1,"17062 Rand Drive, Fountain Hills, AZ",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-392566689,S3-117144804,S3,EA Software Inc,EA Sofwttoaer Inc,81.25,2,"1429 College Street, Portland, OR",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-828302204,S3-673341637,S3,Mac Foundation,Mac Cénter,50.0,1,"214 C R Avenue, Kolkata, Calcutta, West Bengal","214- C R Avenue, Kolkata, Hatibagan, WB",75.29411764705883,5,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-373810395,S2-576151122,S2,High Energy Private Limited,हाई एनर्जी प्राइवेट लिमिटेड,11.111111111111116,0,"Plot No A212, R N 30, Thane, Maharashtra","PLOT NO A212, THANE, महाराष्ट्र",36.61971830985915,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-580992307,S3-938870340,S3,Creative Baba It Private Limited,क्रिएटिव बाबा आईटी प्राइवेट लिमिटेड,11.940298507462687,0,"D220, S/Floor Defence Colony, New Delhi, South Delhi, Delhi","D20, S/floor Defence Colony, Dadri, Distt G. B. Nagar, South Delhi, दिल्ली",69.17293233082707,6,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-901086958,S2-938234474,S2,Baba Foods Private Limited,बाबा फूड्स प्राइवेट लिमिटेड,11.32075471698113,0,"A-101, Unique Towers, Pratap Nagar, Sector 26, Jaipur, Rajasthan","JAIPUR, A-101, Rajasthan",36.36363636363637,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-308240187,S3-377116427,S3,LB Xrp,LB Partners,47.05882352941176,1,"3118 Soaring Pines Trail, Conroe, TX",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-239986792,S3-705961678,S3,Krishna Software Pvt Ltd,Krishna Snfftsorea Pvt Ltd,84.0,3,"A02, Omkar Building Mathura Nagar Taaki Road Nallasopara East, Palghar, Nallasopara, Thane, Maharashtra",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-931228719,S3-948667688,S3,Black Consultancy Private Limited,Black ಕನ್ಸಲ್ಟೆನ್ಸಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,23.188405797101453,1,"1235, 9Th Main Road Vijaya Nagar, Bengalore, Bangalore, Karnataka","Block D-#560 1235, ಕರ್ನಾಟಕ, Bangalore",33.333333333333336,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-289445281,S2-708881630,S2,Unique Global Pvt Ltd,यूनिक ग्लोबल प्रा. लि.,13.953488372093027,0,"602, 6Th Floor, Bldg No.16, Ajmera Heights Iii Chsl, Yogidham, Kalyan, Thane, Maharashtra","0602, महाराष्ट्र, MUMBAI, KALYAN",21.487603305785118,1,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-306095185,S3-261575641,S3,Leo International School,Leo School Center,48.78048780487805,2,"Mumbai, Maharashtra, Mumbai City, Al-Safa Chs, Millat Nagar, Andheri (West), 104/A-1","104/A-1, Mumbai, महाराष्ट्र",18.018018018018022,4,2,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-981346708,S2-465848431,S2,Shiva Foods Private Limited,శివ ఫుడ్స్ ప్రైవేట్ లిమిటెడ్,10.909090909090914,0,"Villa No. 66, Kolla Luxurys, Masjid Banda, Serilingampally, Hyderabad, Telangana","VILLA NO. 66, RANGAREDDY, HYDERABAD, తెలంగాణ",22.580645161290324,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-499302167,S2-148775637,S2,Shree Industries Private Limited,શ્રી ઇન્ડસ્ટ્રીઝ પ્રાઇવેટ લિમિટેડ,9.230769230769232,0,"Plot No. 265, G. I. D. C. Estate Sachin, Surat, Gujarat","PLOT NO. 265, SURAT, ગુજરાત",31.707317073170728,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-912858680,S3-419436439,S3,Apex Systems Pvt Ltd,एपेक्स सिस्टम्स प्रा. लि.,13.33333333333333,0,"302, 3Rd Fl, Sr. No. 48/13/3, Vijaylaxmi Prestige, Rahatani-Kalewadi Link Road, Rahatani, Pune, Maharashtra","302, Pune, महाराष्ट्र",17.1875,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-98579303,S3-719484948,S3,Indian Technologies,Indian Services,64.70588235294117,1,"Flat 19/1/16, Nabin Chandra Das Road, Kolkata, Kolkata, Howrah, West Bengal","Flat 19/1/16, Kolkata, Howrah, পশ্চিমবঙ্গ",53.448275862068975,6,3,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-98065022,S3-698900166,S3,Care Consultants,careconsultants.com,74.28571428571429,0,"Survey No. 29, Plot No. 2, B/H Navjivan Way Bridge, Himatnagar, Sabarkantha, Gujarat","29, Himatnagar, NULL, GJ",35.18518518518518,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-486816598,S3-72537341,S3,Balashree Technology Private Limited,btprivate.com,28.57142857142857,0,"56/57, Mumbai City, Maharashtra, Mumbai, Mittal Chambers 228, Nariman Point","56/57, Bombay, Mumbai City, महाराष्ट्र",42.47787610619469,4,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-898279595,S3-9435354,S3,Star Enterprises Pvt Ltd,स्टार एंटरप्राइजेज प्रा. लि.,11.538461538461542,0,"North Delhi, Delhi, 26, Prem Niwas Malkaganj Road, Delhi","26, Delhi, North Delhi, DL",41.463414634146346,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-429691516,S3-948989150,S3,Led Mail Pvt Ltd,Led Pvt  Ltd Center,62.857142857142854,3,"Tamil Nadu, Kk Ngr, 187, Chennai, Sv Lingam Stkk Ngr, Chennai Kk Ngr, Chennai","Plot 225 187, Chennai, TN",35.29411764705882,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-692127788,S3-741378949,S3,Prime Om Energy Private Limited,Veoiri,16.216216216216218,0,"B-10, Shivam Apartment, Block-D, Vikaspuri, New Delhi, Delhi","New Delhi, दिल्ली, B-b3/10",25.581395348837212,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-745839307,S2-148602546,S2,Innovative Agro Private Limited,ಇನೋವೇಟಿವ್ ಅಗ್ರೋ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,9.375,0,"No.1, Ground Floor, H I M Towers, 9Th Cross Kempegowd Layout Nageshwara Nagebahalli, Bangalore, Karnataka","Karnataka, BANGALORE, NO.1",16.793893129770986,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-866514162,S2-679232263,S2,Eastern Consultancy Private Limited,M/s Eastern Consultancy Limited Services,72.0,3,"Plot No. 27, New No B-27, S/F Sector-8, Dwarka, New Delhi, South West Delhi, Delhi",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-506296494,S3-260394381,S3,Pinnacle Public,Pinnacle Públic,93.33333333333333,1,"4400 Culver Road, Irondequoit, NY","4400 Culver Rd, Rochester, New York",67.64705882352942,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-163747087,S3-798193328,S3,Lotus Services Pvt Ltd,लोटस सर्विसेज प्रा. लि.,13.33333333333333,0,"Floor-2Nd, 45/47, Silver Mansion, Dhanji Street, Zaveri Bazar Mumbadevi, Mandvi, Mumbai, Maharashtra, 17","#141 17, Mumbai, MH",21.138211382113823,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-344557977,S2-237548317,S2,Smart Industries Private Limited,स्मार्ट इंडस्ट्रीज प्राइवेट लिमिटेड,8.955223880597018,0,"D-32, New Ashok Nagar New Delhi, New Delhi, East Delhi, Delhi","GAZIPUR DELHI, Delhi, <NULL>, NEW DELHI, D-32",35.84905660377359,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-710909094,S3-17904782,S3,Halley Parker American Corporation,Nylatavo,19.047619047619047,0,"4502 Indian School Road, Unit 221, Phoenix, AZ","4502 Indian School Rd, PMB 9847, Arcadia, Arizona",63.1578947368421,3,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-931228719,S3-775792842,S3,Black Consultancy Private Limited,ಬ್ಲ್ಯಾಕ್ ಕನ್ಸಲ್ಟೆನ್ಸಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.333333333333337,0,"1235, 9Th Main Road Vijaya Nagar, Bengalore, Bangalore, Karnataka","Block D-#560 1235, Bengalore, Bangalore, ಕರ್ನಾಟಕ",49.557522123893804,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-745839307,S3-218169504,S3,Innovative Agro Private Limited,innovativeagro.com,53.06122448979591,0,"No.1, Ground Floor, H I M Towers, 9Th Cross Kempegowd Layout Nageshwara Nagebahalli, Bangalore, Karnataka","No.g-1, Bangalore, KA",28.57142857142857,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-681392030,S3-340243016,S3,Care Institute of Technology,Care Institute óf Technology,96.42857142857143,3,"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata","229., Kolkata, WB",22.72727272727273,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-974370004,S2-251897681,S2,Smart Builders Private Limited,स्मार्ट बिल्डर्स प्राइवेट लिमिटेड,9.523809523809524,0,"Faridabad, 122, Haryana, Navloo Colony, Gali No. 1, Near Ballabgarh Metro Station, Faridabad","DOOR NO 141 122, FARIDABAD, हरियाणा",15.748031496062998,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-629358782,S3-743698941,S3,Indrtech Instruments Care,Indrtech Care Partners,63.829787234042556,2,"Ardente Office One, Unit 2225, Hoodi Itpl Main Road, Mahadevapura Post, Bangalore, Karnataka",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-171653159,S2-531915848,S2,First Hospitality LLP,फर्स्ट हॉस्पिटैलिटी एलएलपी,8.510638297872342,0,"Wz-351, Delhi, Shakurpur Village, Delhi","WZ-351, WEST DELHI, DELHI, दिल्ली",33.333333333333336,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-751295948,S3-147465491,S3,Custom Marine Associates,Cust0m  Marine,63.1578947368421,1,"2628 5th Place, Tulsa, OK","Tulsa, 2628 Fifth Pl, Oklahoma",50.90909090909091,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-558634684,S2-623955087,S2,Prime Food Private Limited,प्राइम फूड प्राइवेट लिमिटेड,11.32075471698113,0,"Plot No. 23, Zone-1 M.P. Nagar, Bhopal, Madhya Pradesh","PLOT NO. 23, BHOPAL, मध्य प्रदेश",30.23255813953488,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-606725408,S3-578712267,S3,Green Consulting Pvt Ltd,Green Cbsubtlng Pvt (Ltd),81.63265306122449,3,"M-171, Greater Kailash-Ii, New Delhi, Delhi","M-17, New Delhi, Greater Kailash-ii, दिल्ली",60.46511627906976,6,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-98579303,S3-690119410,S3,Indian Technologies,ইন্ডিয়ান টেকনোলজিস,5.263157894736848,0,"Flat 19/1/16, Nabin Chandra Das Road, Kolkata, Kolkata, Howrah, West Bengal","Flat 19/1/16, Howrah, Kolkata, WB",53.703703703703695,6,3,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-724752961,S3-100608178,S3,Shree Hospital,Shree Hóspital,92.85714285714286,1,"6/28, East Patel Nagar, Delhi, Central Delhi, Delhi","06/28, Delhi, Central Delhi, DL",70.73170731707317,3,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-916773322,S3-254017158,S3,Integrated Myers Group,Integrated Group Service,69.56521739130434,2,"311 Glenn Avenue, Unit 33, Auburn, AL",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-829348020,S2-708805610,S2,All Management Limited,ALL MTANIAEGMBNT LIMITED,21.739130434782606,2,"52-12-1 Rajendra Nagar, Rajahmundry, Guntur, Andhra Pradesh",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-621761582,S3-770029994,S3,Dynamic Properties Pvt Ltd,డైనమిక్ ప్రాపర్టీస్ ప్రైవేట్ లిమిటెడ్,9.523809523809524,0,"39-17-48/1, Main Road, Near 48 Busstop, Visakhapatnam (Urban), Visakhapatnam, Vishakhapatnam, Andhra Pradesh","39-17-48/1, Vizag, Vishakhapatnam, ఆంధ్రప్రదేశ్",42.58064516129032,5,4,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-829420372,S3-601412026,S3,Dental Physicians LLC,Dental Phybcsians LLC,90.47619047619048,2,"245 Indian Lake Boulevard, Unit E308, Hendersonville, TN",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-872302647,S3-56614947,S3,Lucky Pilates Inc,Lucky Inc Pi1ates,70.58823529411764,2,"321 21st Street, Unit C, Newark, OH",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-162593001,S3-443312032,S3,Primary Care Group,Primary Group Care Enterprises,62.5,3,"8190 Tr 73, Old Fort, OH",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-716442915,S3-355978425,S3,Creative Plum,Creative Center,64.28571428571428,1,"7371 Denny Drive, North Ridgeville, OH",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-355266439,S3-521499248,S3,Empire Alliance Inc,Empire Inc Services,57.89473684210527,2,"89 Prince Street, Unit 4R, Boston, MA","89 Prinec St, # 4R, Bostonn CITY, Massachusetts",64.28571428571428,2,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-602806324,S3-600381825,S3,Enjoy & Sons,esons.com,28.57142857142857,0,"Sf No.21/4B, Pavan Garden, P.N.Pudur, Coimbatore, Coimbatore, Tamil Nadu","Sf No.21/4b, Coimbatore, தமிழ்நாடு",47.16981132075472,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-999023589,S3-694949056,S3,Sunrise Builders Limited,Services Sunrise Limited,66.66666666666667,2,"Karnataka, Bangalore, 4A, Peenya Industrial Area, Bangalore","4A, Bangalore, KA",36.8421052631579,2,0,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-622374625,S3-726746553,S3,Om Estate Private Limited,ओम एस्टेट प्राइवेट लिमिटेड,11.764705882352944,0,"Gujara Mala, Pune, Maharashtra, Ap Shirur, Tal Shirur, Pune","Gujara Mala, Pune, Nimone, MH",50.0,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-898630961,S3-683805650,S3,Best Infra Limited,बेस्ट इंफ्रा लिमिटेड,10.526315789473683,0,"Naman Centre, C-31, Bandra Kurla Complex, G-Block, Opp Dena Bank, Mumbai, Maharashtra","Naman Centre, Mumbai, महाराष्ट्र",37.60683760683761,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-313386776,S2-318583672,S2,Ridge Fellowship II,Ridge-Follwmnhsip ÍI,71.7948717948718,1,"KY, 409 Benham Street, Dayton",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-6532344,S3-871070212,S3,Chiropractic Physicians Center,chiropracticphysicianscenter.com,80.64516129032258,0,"2493 625, Woods Cross City, UT","2493 625, Bountiful, Utah",54.54545454545454,2,2,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-722293691,S3-64224875,S3,"Patrica Gonzalez Metro Lakeshore, LLC",pgmetro.com,20.833333333333336,0,"527 124th Street, Seattle, WA","527 1/2 124rd Saint, Seattle, Washington",63.76811594202898,2,1,US,US,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-546325650,S2-588555098,S2,Physical Therapy Specialists,Physical Therapy Specialists Corp,91.80327868852459,3,"3102 3990, Winnsboro, TX",,0.0,0,0,US,US,Target Address Completely Missing + Typo in Name
S1-856710782,S3-584218851,S3,Sunrise Technologies Limited,ಸನ್‌ರೈಸ್ ಟೆಕ್ನಾಲಜೀಸ್ ಲಿಮಿಟೆಡ್,7.017543859649122,0,"No.60, 7Th Cross, 8Th Main Bikasipura, Bangalore, Karnataka","No.060, Bangalore, KA, Bangalore",48.35164835164834,2,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-109132023,S2-38769036,S2,Chiropractic Piedmont Specialists LLC,Chiropractic Spécialists LLC Center,75.0,2,"2532 17th Avenue, Portland, OR","2532 17ND AVE, PORTLAND, OR",56.14035087719298,3,1,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-898630961,S3-220643517,S3,Best Infra Limited,Dr Best Infra,64.51612903225806,2,"Naman Centre, C-31, Bandra Kurla Complex, G-Block, Opp Dena Bank, Mumbai, Maharashtra",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-947166860,S3-29876156,S3,Apoorva Works Private Limited,Wexwex,17.14285714285714,0,"22/2791, Old Y Block, 6Th Street 12Th Main Road, Anna Nagar, Chennai, Tamil Nadu","B3/22/2791, Chennai City Region, TN",38.26086956521739,3,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-973414824,S3-314185820,S3,Premier Minerals Inc,Premier Mdnffrlas Inc,82.92682926829268,2,"34815 Schwalm Road, Kenai Peninsula Borough, AK","034815 Schwalm Rd, Soldotna, Alaska",56.09756097560976,1,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-246478198,S2-296004580,S2,Modern Marketing Private Limited,మోడర్న్ మార్కెటింగ్ ప్రైవేట్ లిమిటెడ్,8.695652173913048,0,"5-8-49/2/1/A, Gadwal Compound, Nampally, Hyderabad, Telangana","5-8-49/2/1/A, HYDERABAD, Andhra Pradesh",46.0,7,5,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-587107442,S2-664925321,S2,Digital Healthcare Private Limited,ಡಿಜಿಟಲ್ ಹೆಲ್ತ್‌ಕೇರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.450704225352112,0,"No. 1528, 2Nd Floor, 3Rd Cross, Opp G.S.S School, 2Nd Block, Hbr Layout, Bangalore, Karnataka","NO., BANGALORE, Karnataka",30.508474576271183,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-543291404,S2-728000855,S2,Southern Technologies Private Limited,Southern ടെക്നോളജീസ് പ്രൈവറ്റ് ലിമിറ്റഡ്,28.57142857142857,1,"Excelsior Building Thengana, Perumpanachy P.O., Changanacherry, Kottayam, Kerala",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-637520401,S2-378686999,S2,Best Vijay Systems Private Limited,बेस्ट विजय सिस्टम्स प्राइवेट लिमिटेड,11.428571428571432,0,"402, The Great Eastern Galleria, Plot No. 20, Sector - 4, Nerul, Navi Mumbai, Maharashtra","महाराष्ट्र, NO. 874 402, NERUL, NAVI MUMBAI",24.242424242424242,5,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-335576235,S2-757956582,S2,Hari Solutions Limited,हरि सॉल्यूशंस लिमिटेड,9.302325581395355,0,"301, 3Rdfloor, Marvelalaina, Laneno.5, Koregaonpark, Pune, Maharashtra","301, PUNE, महाराष्ट्र",17.582417582417587,2,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-606725408,S3-741068886,S3,Green Consulting Pvt Ltd,greenconsulting.com,60.46511627906976,0,"M-171, Greater Kailash-Ii, New Delhi, Delhi","M-17, New Delhi, DL",58.06451612903225,3,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-380833681,S3-702670896,S3,Toto Institute of Technology Private Limited,M/s Toto Institute of Private Limited (Services),71.73913043478262,5,"No 12, Manjolai Street, Addison Colony Ekkaduthangal, Chennai, Tamil Nadu","12, Chennai, TN",34.09090909090909,2,1,India,India,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-570361411,S2-603890088,S2,Shyam Ventures Private Limited,ਸ਼ਿਆਮ ਵੈਂਚਰਜ਼ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ,10.169491525423723,0,"#771, Sector 91 Sas Nagar, Mohali, Punjab","771, MOHALI, Punjab",46.666666666666664,3,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-126927804,S2-434788498,S2,Future Healthcare Pvt Ltd,फ्यूचर हेल्थकेयर प्रा. लि.,11.764705882352944,0,"Unit No. 14, Krishna Commercial Centre, 6, Udyog Nagar, Near Kamat Club, Goregaon, (West), Mumbai, Maharashtra","UNIT NO. 14, N/A, (WEST), MUMBAI, Maharashtra",40.0,6,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-268426904,S3-753500447,S3,Sun One Estate Private Limited,সান ওয়ান এস্টেট প্রাইভেট লিমিটেড,12.698412698412698,0,"6Th Floor, 4, Maharana Pratap Sarani, Kolkata, Howrah, West Bengal","Door No 6Th/8 Floor, Kolkata, Howrah, WB",56.60377358490566,4,0,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-402237262,S2-981803489,S2,Real Hospitality Private Limited,ರಿಯಲ್ ಹಾಸ್ಪಿಟಾಲಿಟಿ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,8.823529411764708,0,"Karnataka, Ithiel Complex, 3Rd Main, 2Nd Cross, Kacharakanahalli, St Thomas Town Post, No.1, Bangalore","NO A-1, BANGALORE, Karnataka",21.53846153846154,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-388325812,S3-197262044,S3,Slate Inc,Sagre Inc,77.77777777777779,1,"1930 Fawn Drive, Cheltenham Township, PA","Fawn Drive, Glenside, Pennsylvania",54.054054054054056,2,0,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-609062608,S3-547987157,S3,Surya Investment,ಸೂರ್ಯ ಇನ್ವೆಸ್ಟ್‌ಮೆಂಟ್,5.405405405405405,0,"No. B-1803, 18Th Floor Ebony Block, Salarpuria Sattva Greenage, Bengaluru, Bangalore, Karnataka","#256 No. B-1803, Bengaluru, Banglore, ಕರ್ನಾಟಕ",47.14285714285714,4,1,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
S1-575449189,S3-907178399,S3,Shivam It Private Limited,Shivam lt Private (Limited),92.3076923076923,3,"01 Sarvodaya Nagar, Sanaua, Bareilly, Uttar Pradesh",,0.0,0,0,India,India,Target Address Completely Missing + Typo in Name
S1-611958238,S2-940781917,S2,JGX Graf LLC,J6X LLC PARTNERS,42.85714285714286,1,"Alexandria, IN, 1031 28","1031 28, ALEXNADRIA CITY, IN",27.450980392156865,3,2,US,US,Low Character N-gram Similarity (Sub-Top-K TF-IDF)
S1-829348020,S2-19151888,S2,All Management Limited,ఆల్ మేనేజ్‌మెంట్ లిమిటెడ్,8.510638297872342,0,"52-12-1 Rajendra Nagar, Rajahmundry, Guntur, Andhra Pradesh","#54-12-1 RAJENDRA NAGAR, RAJAMAHENDRAVARAM, GUNTUR, ఆంధ్రప్రదేశ్",29.268292682926834,5,2,India,India,"Disjoint Business Name Tokens (Address Common, Name Sub-threshold)"
