s1_id,entity_type,error_type,num_true_matches,num_pred_matches,top_probability,second_probability,margin,has_address,country
S1-155062202,multi_match,underprediction,4,2,0.9998,0.9983,0.0015,True,INDIA
S1-573332819,multi_match,underprediction,5,1,0.9998,0.0014,0.9983,True,INDIA
S1-791170092,single_match,perfect,1,1,0.9979,0.0001,0.9978,True,INDIA
S1-426311845,multi_match,underprediction,5,2,0.9997,0.9995,0.0002,True,US
S1-901250383,multi_match,underprediction,7,2,0.9995,0.9993,0.0002,True,US
S1-558698906,multi_match,underprediction,2,1,0.9825,0.2387,0.7438,True,US
S1-142794471,multi_match,underprediction,4,2,0.9999,0.9998,0.0001,True,US
S1-888691887,multi_match,underprediction,4,2,0.9998,0.9914,0.0084,True,US
S1-532501429,multi_match,underprediction,5,1,0.9704,0.7737,0.1967,True,US
S1-111370520,multi_match,underprediction,4,2,0.9997,0.9987,0.0009,True,INDIA
S1-177571416,multi_match,false_negative_miss,4,0,0.3856,0.0089,0.3767,True,US
S1-64774628,multi_match,false_negative_miss,5,0,0.361,0.018,0.343,True,INDIA
S1-835289295,multi_match,underprediction,5,1,0.9936,0.9556,0.038,True,INDIA
S1-856194751,multi_match,underprediction,5,2,0.9997,0.9368,0.0629,True,INDIA
S1-613412633,multi_match,false_negative_miss,3,0,0.0058,0.0028,0.0029,True,INDIA
S1-530496239,multi_match,underprediction,5,2,0.9998,0.9994,0.0004,True,US
S1-339483628,multi_match,underprediction,3,1,0.9994,0.5087,0.4907,True,INDIA
S1-873153773,multi_match,false_negative_miss,4,0,0.0009,0.0004,0.0005,True,INDIA
S1-985916726,multi_match,underprediction,4,1,0.9993,0.0003,0.9989,True,US
S1-196531865,multi_match,false_negative_miss,4,0,0.2858,0.0002,0.2856,True,US
S1-606907109,multi_match,false_negative_miss,2,0,0.0019,0.0002,0.0017,True,US
S1-371240615,singleton,perfect,0,0,0.0,0.0,0.0,True,INDIA
S1-691227833,multi_match,underprediction,2,1,0.9998,0.9998,0.0,True,US
S1-442941316,multi_match,underprediction,7,2,0.9999,0.9981,0.0018,True,US
S1-19196732,multi_match,false_negative_miss,4,0,0.001,0.0002,0.0008,True,INDIA
S1-891367742,multi_match,underprediction,5,1,0.9996,0.0001,0.9994,True,US
S1-433015121,single_match,false_negative_miss,1,0,0.0005,0.0004,0.0001,True,INDIA
S1-725221065,multi_match,underprediction,6,2,0.9995,0.9963,0.0032,True,INDIA
S1-916908186,multi_match,underprediction,4,1,0.9996,0.0001,0.9995,True,US
S1-232694336,multi_match,underprediction,7,2,0.9998,0.9994,0.0004,True,US
S1-532586645,multi_match,underprediction,3,1,0.977,0.0003,0.9767,True,US
S1-595729411,singleton,perfect,0,0,0.2366,0.2311,0.0055,True,US
S1-5474413,singleton,perfect,0,0,0.0005,0.0001,0.0004,True,US
S1-224453773,multi_match,false_negative_miss,7,0,0.0005,0.0005,0.0,True,INDIA
S1-340959949,multi_match,underprediction,7,2,0.999,0.9974,0.0017,True,US
S1-863383578,multi_match,false_negative_miss,3,0,0.0024,0.0001,0.0024,True,INDIA
S1-412697119,multi_match,underprediction,2,1,0.9996,0.0012,0.9984,True,INDIA
S1-290978423,multi_match,false_negative_miss,4,0,0.0006,0.0006,0.0,True,INDIA
S1-257634171,multi_match,underprediction,5,1,0.9293,0.0435,0.8858,True,INDIA
S1-136867278,multi_match,underprediction,3,1,0.9998,0.0002,0.9996,True,INDIA
S1-388719492,multi_match,underprediction,2,1,0.9998,0.0007,0.9991,True,US
S1-884304425,multi_match,false_negative_miss,2,0,0.3096,0.0019,0.3077,True,US
S1-136432784,multi_match,underprediction,4,2,0.9999,0.9997,0.0002,True,INDIA
S1-478483598,multi_match,underprediction,3,2,0.9996,0.9987,0.001,True,US
S1-658475741,single_match,false_negative_miss,1,0,0.2939,0.0086,0.2853,True,US
S1-812887265,multi_match,underprediction,2,1,0.9996,0.3971,0.6025,True,US
S1-364177180,multi_match,underprediction,5,2,0.9997,0.9996,0.0001,True,US
S1-829557229,multi_match,underprediction,4,1,0.8593,0.0731,0.7863,True,INDIA
S1-662302279,singleton,perfect,0,0,0.0008,0.0003,0.0005,True,INDIA
S1-30482156,multi_match,underprediction,5,2,0.9996,0.9979,0.0017,True,INDIA
S1-673401842,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0001,True,US
S1-145791244,multi_match,underprediction,5,2,0.9989,0.9988,0.0002,True,US
S1-196875639,multi_match,underprediction,3,2,0.9983,0.9945,0.0038,True,INDIA
S1-236486544,multi_match,underprediction,7,1,0.9999,0.9999,0.0,True,US
S1-330353117,singleton,perfect,0,0,0.0821,0.0097,0.0724,True,INDIA
S1-693634294,multi_match,underprediction,6,1,0.9997,0.4635,0.5362,True,INDIA
S1-950387357,multi_match,underprediction,5,1,0.9992,0.0094,0.9898,True,INDIA
S1-896901330,multi_match,perfect,2,2,0.9993,0.9984,0.0009,True,US
S1-574873538,multi_match,underprediction,2,1,0.9967,0.5797,0.417,True,US
S1-288045156,multi_match,underprediction,2,1,0.947,0.0659,0.8811,True,US
S1-827904146,multi_match,underprediction,3,1,0.9995,0.0027,0.9967,True,INDIA
S1-985953275,multi_match,underprediction,5,1,0.9999,0.3982,0.6017,True,US
S1-831306760,multi_match,underprediction,8,2,0.9999,0.9998,0.0,True,US
S1-197175566,multi_match,underprediction,3,2,0.9982,0.9951,0.003,True,US
S1-22390801,multi_match,false_negative_miss,3,0,0.0002,0.0001,0.0,True,US
S1-439384092,multi_match,underprediction,4,1,0.9976,0.2725,0.7251,True,INDIA
S1-834498003,multi_match,underprediction,4,2,0.9997,0.9958,0.0039,True,US
S1-709907537,multi_match,underprediction,4,2,0.9997,0.9813,0.0184,True,US
S1-561303336,multi_match,underprediction,3,2,0.9997,0.9997,0.0,True,US
S1-550746211,multi_match,underprediction,4,1,0.9998,0.0003,0.9995,True,INDIA
S1-81913001,multi_match,underprediction,2,1,0.9998,0.9131,0.0867,True,US
S1-675088195,multi_match,underprediction,3,1,0.9997,0.0003,0.9994,True,US
S1-481894572,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,US
S1-2115316,multi_match,underprediction,6,1,0.9998,0.9907,0.0091,True,US
S1-568214020,multi_match,underprediction,4,1,0.9998,0.0178,0.982,True,US
S1-482350391,multi_match,false_negative_miss,2,0,0.0003,0.0003,0.0,True,INDIA
S1-337957987,multi_match,underprediction,5,2,0.9994,0.9993,0.0001,True,INDIA
S1-653428662,multi_match,underprediction,2,1,0.9992,0.9989,0.0003,True,US
S1-82289386,multi_match,underprediction,4,1,0.9981,0.0,0.9981,True,US
S1-6621764,multi_match,false_negative_miss,5,0,0.0002,0.0002,0.0,True,US
S1-9284740,multi_match,underprediction,5,2,0.9997,0.9994,0.0003,True,US
S1-613538149,singleton,perfect,0,0,0.0243,0.0003,0.024,True,US
S1-809097107,multi_match,false_negative_miss,3,0,0.0003,0.0003,0.0,True,US
S1-569529522,multi_match,underprediction,5,2,0.9995,0.9946,0.005,True,US
S1-905777394,multi_match,underprediction,5,2,0.9998,0.9875,0.0123,True,INDIA
S1-638569393,multi_match,underprediction,4,1,0.9903,0.8302,0.1601,True,US
S1-491398244,multi_match,underprediction,5,2,0.9996,0.9993,0.0003,True,INDIA
S1-671197241,multi_match,perfect,2,2,0.9998,0.9998,0.0,True,INDIA
S1-605033406,multi_match,false_negative_miss,8,0,0.0512,0.0012,0.05,True,INDIA
S1-634371899,multi_match,underprediction,2,1,0.996,0.8102,0.1858,True,US
S1-418653484,multi_match,underprediction,5,2,0.9996,0.9922,0.0073,True,US
S1-40605356,multi_match,underprediction,5,2,0.9993,0.995,0.0042,True,US
S1-545276686,multi_match,underprediction,3,1,0.9767,0.0004,0.9762,True,INDIA
S1-393129606,multi_match,false_negative_miss,3,0,0.4392,0.0049,0.4343,True,INDIA
S1-786884541,multi_match,underprediction,5,2,0.9998,0.9998,0.0,True,US
S1-548310432,multi_match,underprediction,3,1,0.9998,0.0,0.9998,True,INDIA
S1-151297792,multi_match,underprediction,7,2,0.9933,0.9929,0.0003,True,US
S1-11018244,multi_match,underprediction,5,1,0.962,0.9004,0.0616,True,INDIA
S1-535235346,multi_match,underprediction,3,1,0.9998,0.9953,0.0045,True,US
S1-418908302,multi_match,underprediction,5,2,0.9997,0.9996,0.0002,True,US
S1-426511384,multi_match,underprediction,6,1,0.9998,0.0087,0.9911,True,US
S1-848302729,multi_match,false_negative_miss,4,0,0.0003,0.0002,0.0001,True,INDIA
S1-554197630,multi_match,underprediction,5,1,0.9958,0.4733,0.5224,True,US
S1-117665274,multi_match,underprediction,2,1,0.6035,0.2064,0.3971,True,US
S1-242972431,multi_match,false_negative_miss,4,0,0.473,0.0068,0.4662,True,US
S1-332003813,multi_match,underprediction,4,2,0.9999,0.9967,0.0032,True,US
S1-223530685,multi_match,underprediction,3,1,0.9998,0.0001,0.9997,True,US
S1-296788849,multi_match,underprediction,5,1,0.9985,0.0002,0.9983,True,US
S1-395959117,multi_match,underprediction,2,1,0.9994,0.0023,0.997,True,US
S1-224367677,multi_match,underprediction,3,1,0.9998,0.9951,0.0047,True,US
S1-879490942,multi_match,underprediction,6,1,0.9998,0.0009,0.9989,True,US
S1-138066484,multi_match,false_negative_miss,3,0,0.0007,0.0002,0.0005,True,US
S1-534475009,multi_match,perfect,2,2,0.9995,0.9935,0.006,True,US
S1-613401009,multi_match,underprediction,4,2,0.9988,0.9982,0.0006,True,US
S1-129650017,multi_match,underprediction,3,1,0.9998,0.4406,0.5592,True,US
S1-240861538,multi_match,underprediction,6,2,0.9992,0.9955,0.0037,True,US
S1-49878937,multi_match,underprediction,5,2,0.9997,0.9995,0.0002,True,INDIA
S1-791497428,multi_match,underprediction,3,1,0.9997,0.0001,0.9996,True,US
S1-294354439,singleton,perfect,0,0,0.0,0.0,0.0,True,INDIA
S1-521626288,multi_match,underprediction,3,1,0.9998,0.9696,0.0302,True,US
S1-841479800,multi_match,underprediction,4,1,0.9997,0.9996,0.0001,True,US
S1-761351896,multi_match,underprediction,5,2,0.9972,0.9791,0.018,True,US
S1-221404312,singleton,perfect,0,0,0.0002,0.0001,0.0,True,US
S1-379818066,multi_match,underprediction,5,1,0.9995,0.0,0.9995,True,INDIA
S1-905990898,multi_match,underprediction,7,1,0.9996,0.0376,0.962,True,US
S1-522764956,multi_match,false_negative_miss,4,0,0.2283,0.1623,0.066,True,US
S1-491111012,multi_match,perfect,2,2,0.9998,0.9985,0.0013,True,US
S1-979484803,multi_match,underprediction,2,1,0.9987,0.7854,0.2132,True,US
S1-466290510,multi_match,underprediction,3,1,0.9998,0.0,0.9998,True,INDIA
S1-69047227,multi_match,underprediction,6,1,0.6492,0.0009,0.6483,True,US
S1-116290299,multi_match,underprediction,6,2,0.998,0.9973,0.0007,True,US
S1-43762605,singleton,perfect,0,0,0.0255,0.01,0.0154,True,INDIA
S1-20855495,multi_match,underprediction,5,2,0.9998,0.9994,0.0005,True,US
S1-719256800,multi_match,underprediction,4,1,0.9978,0.9888,0.009,True,INDIA
S1-186229235,multi_match,false_negative_miss,6,0,0.0026,0.0004,0.0023,True,INDIA
S1-341742,multi_match,underprediction,3,2,0.9995,0.9981,0.0014,True,US
S1-819836079,multi_match,underprediction,5,2,0.9997,0.9996,0.0001,True,INDIA
S1-66156580,multi_match,underprediction,4,2,0.9999,0.9993,0.0006,True,US
S1-174556481,single_match,perfect,1,1,0.9998,0.0002,0.9996,True,US
S1-182066220,multi_match,underprediction,4,1,0.9998,0.241,0.7587,True,US
S1-419613101,multi_match,false_negative_miss,2,0,0.313,0.0108,0.3022,True,INDIA
S1-119472781,multi_match,false_negative_miss,5,0,0.0007,0.0002,0.0004,True,US
S1-92768389,multi_match,underprediction,5,2,0.9679,0.8587,0.1092,True,US
S1-141338943,multi_match,underprediction,2,1,0.7228,0.2837,0.4391,True,INDIA
S1-937387314,multi_match,underprediction,2,1,0.9947,0.6446,0.3501,True,US
S1-637989081,multi_match,false_negative_miss,2,0,0.0017,0.001,0.0007,True,INDIA
S1-673170469,multi_match,underprediction,5,2,0.9969,0.9966,0.0003,True,US
S1-929834228,multi_match,underprediction,4,2,0.9999,0.9894,0.0105,True,US
S1-298954100,single_match,false_negative_miss,1,0,0.0015,0.0009,0.0006,True,INDIA
S1-674190380,single_match,perfect,1,1,0.9998,0.0002,0.9996,True,US
S1-851023744,multi_match,underprediction,5,1,0.9995,0.0287,0.9708,True,INDIA
S1-633150743,multi_match,underprediction,5,2,0.9995,0.995,0.0045,True,US
S1-71452552,multi_match,underprediction,3,2,0.9998,0.9991,0.0007,True,INDIA
S1-404835706,multi_match,underprediction,5,2,0.9998,0.9975,0.0022,True,US
S1-144310470,multi_match,false_negative_miss,4,0,0.0001,0.0,0.0,True,INDIA
S1-313894601,multi_match,underprediction,5,2,0.9996,0.9995,0.0001,True,US
S1-936087493,multi_match,underprediction,5,2,0.9991,0.9991,0.0,True,US
S1-694117218,multi_match,false_negative_miss,4,0,0.0004,0.0003,0.0001,True,US
S1-190659479,multi_match,underprediction,2,1,0.9879,0.0013,0.9866,True,US
S1-30544357,multi_match,underprediction,8,2,0.9998,0.9988,0.001,True,US
S1-399393055,multi_match,underprediction,4,2,0.9989,0.9814,0.0176,True,US
S1-288778490,multi_match,underprediction,4,1,0.9994,0.0001,0.9993,True,US
S1-617626291,multi_match,underprediction,3,1,0.9994,0.9935,0.0059,True,US
S1-214423576,multi_match,underprediction,4,1,0.9992,0.0004,0.9988,True,INDIA
S1-188983353,multi_match,false_negative_miss,3,0,0.2672,0.0003,0.2668,True,INDIA
S1-326714456,multi_match,underprediction,7,2,0.9996,0.9973,0.0023,True,INDIA
S1-456035843,multi_match,underprediction,4,1,0.9995,0.9926,0.007,True,INDIA
S1-532360490,multi_match,underprediction,4,1,0.9999,0.6021,0.3978,True,US
S1-318572574,multi_match,underprediction,2,1,0.9998,0.0026,0.9972,True,US
S1-147172892,multi_match,false_negative_miss,5,0,0.0001,0.0001,0.0,True,US
S1-783152913,singleton,perfect,0,0,0.0006,0.0002,0.0003,True,US
S1-709101106,single_match,perfect,1,1,0.9958,0.0725,0.9233,True,INDIA
S1-365609635,multi_match,underprediction,6,2,0.9998,0.9997,0.0001,True,US
S1-285612918,multi_match,underprediction,6,2,0.9994,0.981,0.0184,True,INDIA
S1-719611163,multi_match,underprediction,6,2,0.9998,0.9997,0.0001,True,US
S1-656088071,multi_match,underprediction,3,1,0.9989,0.0001,0.9988,True,INDIA
S1-232813973,multi_match,underprediction,3,2,0.9997,0.9988,0.0009,True,INDIA
S1-608208551,multi_match,false_negative_miss,5,0,0.3967,0.0008,0.3959,True,INDIA
S1-835429795,multi_match,underprediction,7,1,0.9996,0.0001,0.9994,True,INDIA
S1-344232367,multi_match,underprediction,5,2,0.9999,0.9997,0.0002,True,US
S1-760304158,multi_match,underprediction,6,2,0.9966,0.9957,0.0009,True,INDIA
S1-830271501,multi_match,underprediction,7,2,0.9982,0.9737,0.0246,True,US
S1-376594174,multi_match,underprediction,3,1,0.9988,0.9615,0.0373,True,US
S1-45032296,multi_match,underprediction,5,2,0.9997,0.9885,0.0113,True,US
S1-424006423,multi_match,underprediction,2,1,0.9992,0.5035,0.4957,True,INDIA
S1-288323701,singleton,perfect,0,0,0.2535,0.115,0.1385,True,US
S1-359871531,multi_match,underprediction,3,1,0.9994,0.884,0.1154,True,US
S1-356234580,multi_match,underprediction,5,1,0.9994,0.9907,0.0088,True,US
S1-861307519,multi_match,false_negative_miss,4,0,0.0098,0.0068,0.0029,True,INDIA
S1-579931315,multi_match,underprediction,4,2,0.9952,0.9663,0.0289,True,US
S1-580720483,multi_match,underprediction,6,2,0.998,0.9951,0.0029,True,INDIA
S1-866691494,singleton,perfect,0,0,0.0004,0.0001,0.0003,True,US
S1-931014382,multi_match,underprediction,6,2,0.9996,0.9993,0.0003,True,US
S1-784478618,multi_match,underprediction,4,2,0.9995,0.9992,0.0002,True,US
S1-335394467,multi_match,false_negative_miss,2,0,0.0231,0.0004,0.0227,True,US
S1-370020198,multi_match,underprediction,3,2,0.9994,0.9979,0.0015,True,US
S1-392634913,multi_match,underprediction,5,2,0.9798,0.8947,0.085,True,INDIA
S1-396140131,singleton,perfect,0,0,0.2991,0.0254,0.2737,True,US
S1-186340900,multi_match,underprediction,5,1,0.9941,0.004,0.9901,True,INDIA
S1-86856474,multi_match,underprediction,5,1,0.966,0.0003,0.9657,True,US
S1-897833679,multi_match,underprediction,4,2,0.9998,0.8845,0.1153,True,INDIA
S1-966153680,multi_match,underprediction,2,1,0.9998,0.0227,0.9771,True,US
S1-49498543,multi_match,false_negative_miss,3,0,0.0059,0.0002,0.0057,True,US
S1-676731430,multi_match,underprediction,3,1,0.9994,0.9983,0.0011,True,US
S1-710790888,multi_match,underprediction,3,1,0.8934,0.0011,0.8923,True,INDIA
S1-242007496,multi_match,underprediction,3,2,0.9714,0.8677,0.1036,True,US
S1-11923150,multi_match,underprediction,3,1,0.9955,0.3024,0.6931,True,US
S1-618138258,multi_match,false_negative_miss,4,0,0.0005,0.0001,0.0003,True,US
S1-787342339,multi_match,underprediction,6,2,0.9992,0.9961,0.0031,True,INDIA
S1-453358222,multi_match,underprediction,4,2,0.9998,0.9988,0.001,True,US
S1-203118285,multi_match,underprediction,3,1,0.7156,0.0003,0.7153,True,US
S1-993655733,multi_match,underprediction,3,1,0.9887,0.0276,0.9611,True,US
S1-939745866,multi_match,underprediction,2,1,0.9804,0.0006,0.9798,True,INDIA
S1-559178226,multi_match,perfect,2,2,0.9997,0.9984,0.0013,True,US
S1-756466380,multi_match,underprediction,3,2,0.9997,0.9996,0.0001,True,US
S1-442024525,singleton,perfect,0,0,0.0252,0.0008,0.0244,True,INDIA
S1-336663690,single_match,false_negative_miss,1,0,0.0092,0.0058,0.0034,True,INDIA
S1-788627070,multi_match,underprediction,3,2,0.9987,0.9977,0.001,True,INDIA
S1-894264764,multi_match,perfect,2,2,0.9998,0.9962,0.0036,True,US
S1-440475369,multi_match,underprediction,4,2,0.9999,0.9986,0.0012,True,US
S1-282391165,multi_match,underprediction,5,1,0.9928,0.003,0.9897,True,US
S1-455550380,multi_match,underprediction,7,2,0.9995,0.9982,0.0013,True,US
S1-336721698,multi_match,underprediction,4,1,0.876,0.0003,0.8757,True,US
S1-692399249,multi_match,underprediction,3,2,0.9999,0.9733,0.0266,True,US
S1-997300617,singleton,perfect,0,0,0.0007,0.0004,0.0003,True,US
S1-975857721,multi_match,underprediction,2,1,0.9983,0.8272,0.1711,True,US
S1-719667156,multi_match,underprediction,4,2,0.9994,0.9943,0.0051,True,INDIA
S1-427606418,multi_match,underprediction,7,2,0.9997,0.9945,0.0053,True,US
S1-437640769,multi_match,underprediction,4,1,0.9788,0.0005,0.9784,True,US
S1-669655775,multi_match,underprediction,4,2,0.9981,0.9939,0.0043,True,INDIA
S1-483109745,multi_match,underprediction,3,1,0.994,0.0,0.994,True,INDIA
S1-313668273,single_match,perfect,1,1,0.9958,0.0005,0.9953,True,US
S1-30983442,multi_match,underprediction,3,2,0.9953,0.9912,0.0041,True,INDIA
S1-409678049,multi_match,underprediction,4,1,0.9998,0.9998,0.0,True,US
S1-526375219,multi_match,underprediction,5,1,0.9992,0.0243,0.9749,True,INDIA
S1-138268005,multi_match,underprediction,6,1,0.9996,0.9904,0.0092,True,US
S1-107252154,multi_match,underprediction,3,1,0.9911,0.987,0.0041,True,US
S1-499987134,singleton,perfect,0,0,0.001,0.0003,0.0007,True,INDIA
S1-532750361,multi_match,underprediction,3,1,0.9978,0.4256,0.5722,True,INDIA
S1-823666597,multi_match,false_negative_miss,2,0,0.0057,0.0012,0.0045,True,INDIA
S1-335698657,multi_match,underprediction,2,1,0.9911,0.0002,0.9909,True,US
S1-75374836,multi_match,false_negative_miss,5,0,0.0004,0.0003,0.0001,True,INDIA
S1-10466639,multi_match,false_negative_miss,3,0,0.0078,0.0003,0.0075,True,INDIA
S1-145999149,multi_match,underprediction,2,1,0.9991,0.137,0.8621,True,US
S1-565693509,multi_match,underprediction,3,1,0.9994,0.8364,0.163,True,INDIA
S1-314180058,multi_match,false_negative_miss,3,0,0.0,0.0,0.0,True,INDIA
S1-829865728,multi_match,underprediction,3,1,0.9956,0.0026,0.993,True,US
S1-733353782,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-39230644,multi_match,underprediction,4,1,0.9993,0.9962,0.0031,True,INDIA
S1-431477186,single_match,perfect,1,1,0.9679,0.9097,0.0583,True,US
S1-290926367,multi_match,underprediction,3,2,0.9998,0.8824,0.1174,True,US
S1-853405473,multi_match,underprediction,2,1,0.4819,0.0002,0.4817,True,US
S1-958127179,multi_match,underprediction,5,1,0.9923,0.0002,0.9921,True,US
S1-397664191,multi_match,underprediction,3,1,0.9998,0.0002,0.9996,True,US
S1-993625552,multi_match,underprediction,6,2,0.9996,0.9988,0.0008,True,US
S1-513938295,multi_match,underprediction,2,1,0.9988,0.0003,0.9985,True,US
S1-285466874,multi_match,false_negative_miss,2,0,0.3856,0.003,0.3827,True,US
S1-823323468,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-78756665,multi_match,underprediction,4,2,0.9998,0.9997,0.0001,True,US
S1-89441170,multi_match,underprediction,2,1,0.9996,0.3402,0.6593,True,US
S1-803608455,multi_match,false_negative_miss,2,0,0.2097,0.0004,0.2093,True,INDIA
S1-741284285,multi_match,underprediction,5,2,0.9993,0.998,0.0013,True,INDIA
S1-263986932,multi_match,underprediction,6,2,0.9996,0.9988,0.0007,True,INDIA
S1-500692731,multi_match,underprediction,6,2,0.9978,0.989,0.0087,True,US
S1-963033211,multi_match,underprediction,3,1,0.791,0.3702,0.4208,True,US
S1-790055572,multi_match,false_negative_miss,3,0,0.2361,0.0004,0.2357,True,US
S1-224047253,multi_match,false_negative_miss,6,0,0.3982,0.0011,0.3971,True,INDIA
S1-584502911,multi_match,underprediction,6,2,0.9982,0.9978,0.0004,True,INDIA
S1-875232688,multi_match,false_negative_miss,3,0,0.0001,0.0001,0.0,True,US
S1-603068589,multi_match,underprediction,6,1,0.9962,0.9835,0.0127,True,US
S1-458169355,multi_match,underprediction,5,1,0.9994,0.0002,0.9992,True,US
S1-671932680,multi_match,underprediction,4,2,0.9998,0.9997,0.0001,True,US
S1-95087677,multi_match,underprediction,3,1,0.8971,0.0001,0.897,True,US
S1-774329615,multi_match,underprediction,3,2,0.9994,0.9991,0.0003,True,INDIA
S1-445547351,multi_match,underprediction,5,2,0.9996,0.9996,0.0,True,US
S1-128600326,multi_match,underprediction,5,1,0.9989,0.9987,0.0002,True,INDIA
S1-109668184,multi_match,false_negative_miss,2,0,0.0173,0.0031,0.0142,True,INDIA
S1-688926290,multi_match,underprediction,4,1,0.999,0.0003,0.9988,True,INDIA
S1-606486898,multi_match,underprediction,3,1,0.9992,0.0005,0.9987,True,US
S1-329798063,multi_match,underprediction,5,2,0.9999,0.9998,0.0001,True,US
S1-993688422,multi_match,underprediction,5,1,0.9998,0.0001,0.9997,True,US
S1-565226854,multi_match,underprediction,4,1,0.9997,0.0,0.9997,True,INDIA
S1-255633354,multi_match,underprediction,2,1,0.992,0.0,0.992,True,US
S1-982914798,multi_match,false_negative_miss,4,0,0.036,0.0002,0.0358,True,US
S1-506964981,singleton,perfect,0,0,0.0005,0.0004,0.0,True,INDIA
S1-157944024,multi_match,perfect,2,2,0.9997,0.9404,0.0592,True,US
S1-89021797,multi_match,underprediction,6,1,0.9996,0.9965,0.0031,True,US
S1-40490460,multi_match,false_negative_miss,2,0,0.0004,0.0003,0.0001,True,INDIA
S1-154196321,multi_match,false_negative_miss,3,0,0.4126,0.2832,0.1294,True,INDIA
S1-585830374,multi_match,false_negative_miss,2,0,0.3037,0.0118,0.2918,True,US
S1-504687171,multi_match,false_negative_miss,4,0,0.0003,0.0003,0.0,True,US
S1-426442762,multi_match,underprediction,4,2,0.9998,0.9988,0.001,True,INDIA
S1-777350629,multi_match,underprediction,2,1,0.9981,0.3856,0.6125,True,US
S1-472103815,multi_match,underprediction,3,1,0.7371,0.0033,0.7338,True,INDIA
S1-745306648,multi_match,underprediction,5,2,0.9998,0.999,0.0008,True,INDIA
S1-209285856,multi_match,underprediction,3,1,0.9987,0.2595,0.7392,True,US
S1-902070578,multi_match,underprediction,3,1,0.9982,0.976,0.0221,True,US
S1-761414960,multi_match,underprediction,4,1,0.9032,0.0003,0.9029,True,INDIA
S1-440012303,multi_match,underprediction,3,2,0.9999,0.9998,0.0001,True,US
S1-864443141,multi_match,underprediction,5,2,0.9991,0.9972,0.0019,True,INDIA
S1-534002264,multi_match,false_negative_miss,2,0,0.0,0.0,0.0,True,INDIA
S1-941299840,multi_match,underprediction,6,2,0.9995,0.9975,0.002,True,INDIA
S1-32251112,multi_match,false_negative_miss,3,0,0.0011,0.0011,0.0,True,INDIA
S1-396073750,multi_match,underprediction,4,2,0.9997,0.9994,0.0004,True,INDIA
S1-118116445,single_match,perfect,1,1,0.9998,0.0159,0.9839,True,US
S1-286603169,multi_match,underprediction,5,1,0.9999,0.9997,0.0001,True,US
S1-990564882,multi_match,false_negative_miss,5,0,0.0,0.0,0.0,True,INDIA
S1-336113050,multi_match,underprediction,5,2,0.9996,0.996,0.0036,True,US
S1-121034637,multi_match,false_negative_miss,4,0,0.3967,0.0004,0.3964,True,INDIA
S1-982235560,multi_match,underprediction,6,2,0.9996,0.9994,0.0002,True,US
S1-372929021,multi_match,underprediction,5,1,0.9926,0.0,0.9926,True,INDIA
S1-299735689,multi_match,underprediction,6,2,0.9996,0.9996,0.0,True,US
S1-267080095,multi_match,underprediction,5,1,0.9998,0.9998,0.0,True,INDIA
S1-670793219,multi_match,underprediction,6,2,0.9988,0.9764,0.0225,True,INDIA
S1-582114720,multi_match,underprediction,6,2,0.9998,0.9998,0.0,True,US
S1-194386627,multi_match,underprediction,4,2,0.9994,0.9963,0.0031,True,US
S1-731607010,singleton,perfect,0,0,0.0006,0.0004,0.0001,True,US
S1-990642339,multi_match,underprediction,5,2,0.9997,0.9965,0.0032,True,INDIA
S1-611083814,multi_match,underprediction,3,1,0.9998,0.9956,0.0042,True,US
S1-422535714,multi_match,false_negative_miss,3,0,0.0008,0.0003,0.0005,True,INDIA
S1-149544651,multi_match,false_negative_miss,2,0,0.0003,0.0002,0.0001,True,INDIA
S1-292171547,multi_match,underprediction,2,1,0.9992,0.0004,0.9987,True,US
S1-972769466,multi_match,underprediction,4,1,0.9972,0.8427,0.1545,True,US
S1-143097269,multi_match,underprediction,2,1,0.9843,0.0062,0.9782,True,US
S1-34558533,multi_match,underprediction,6,1,0.9998,0.9992,0.0006,True,US
S1-888583420,multi_match,underprediction,3,1,0.9993,0.0011,0.9982,True,US
S1-39374493,multi_match,underprediction,6,1,0.9997,0.9992,0.0005,True,US
S1-211265541,multi_match,underprediction,2,1,0.9997,0.0169,0.9827,True,US
S1-187768232,multi_match,false_negative_miss,4,0,0.3702,0.0018,0.3684,True,US
S1-262528009,multi_match,underprediction,2,1,0.9985,0.992,0.0066,True,INDIA
S1-277240962,multi_match,underprediction,4,2,0.9994,0.9747,0.0247,True,INDIA
S1-646865861,multi_match,underprediction,5,2,0.9997,0.9997,0.0,True,INDIA
S1-971691999,multi_match,false_negative_miss,5,0,0.0083,0.0072,0.001,True,INDIA
S1-311568062,multi_match,underprediction,4,1,0.9995,0.9995,0.0,True,US
S1-253754853,multi_match,underprediction,5,1,0.9993,0.6252,0.3741,True,INDIA
S1-40344026,multi_match,underprediction,3,1,0.9989,0.8084,0.1905,True,INDIA
S1-174155685,single_match,false_negative_miss,1,0,0.0003,0.0002,0.0001,True,INDIA
S1-483348692,multi_match,underprediction,5,1,0.9992,0.0002,0.999,True,US
