s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-322450738	S2-885497007	S2	shakti healthcare llp	c o madhavrao daund jeur kumbhari taluka kopargaon district ahmednagar jeur kumbhari kopergaon ahmed nagar maharashtra	india	india	healthcare,shakti	partial_token_overlap_unindexed
S1-810276312	S2-107776928	S2	surya media pvt ltd	88 1 near ambika fabrication akola ahmadnagar akole ahmednagar maharashtra	india	india		empty_or_missing_name
S1-566722777	S2-220492147	S2	prabha and co	no 21 alavukkara street madurai tamil nadu	india	india	prabha,and	partial_token_overlap_unindexed
S1-455885431	S3-609790585	S3	lyrial aria	21406 catalina circle rehoboth beach de	us	us		zero_shared_tokens_transliteration
S1-565604644	S2-682394549	S2	crimson communications private limited	k v 40 27 387 9th cross road panampilly nagar cochin kerala	india	india	crimson,limited,communications	partial_token_overlap_unindexed
S1-221644615	S3-474724064	S3	high foundation	gf and 1st flr b no 7a dlf phase 2 cyber city sec 24 dlf qe gurgaon haryana	india	india		empty_or_missing_name
S1-459760851	S3-6283053	S3	cabaniss and robinson foods newton falls	322 columbia avenue newton falls oh	us	us	and,cabaniss,newton,robinson,falls,foods	partial_token_overlap_unindexed
S1-523140890	S3-692099494	S3	nexis shipping inc	tx irving 512 bryan court	us	us		zero_shared_tokens_transliteration
S1-473375664	S2-513350847	S2	lakshmi products pvt ltd	house no 45 omaxe anandam omaxe city 1 baliyakheda indore madhya pradesh	india	india	lakshmi,products	partial_token_overlap_unindexed
S1-120742234	S2-434005581	S2	diamond coastal micro	5270 b diamond drive oak forest il	us	us	coastal,diamond,micro	partial_token_overlap_unindexed
S1-963750815	S3-456237420	S3	smith services	1502 meadow lane randolph ma	us	us	smith	partial_token_overlap_unindexed
S1-498316043	S3-626140411	S3	shivam projects private limited	bldg no 18 r no 2indrayani nagar pradhikaran bhosari pune maharashtra	india	india	private,limited,shivam	partial_token_overlap_unindexed
S1-341291980	S3-161921244	S3	oncology care llc	8905 penrith drive spotsylvania county va	us	us		zero_shared_tokens_transliteration
S1-674387874	S2-98569951	S2	dotti burton atlantic athena	7825 41st street phoenix az	us	us	dotti,burton,atlantic	partial_token_overlap_unindexed
S1-598158852	S3-86463491	S3	certified semiconductor corporation	2445 hogan lane lake havasu city az	us	us	certified,semiconductor	partial_token_overlap_unindexed
S1-919721730	S3-904988394	S3	darshana educational society	emaar mohali hills mohali sector 105 sahibzada ajit singh nagar s a s nagar mohali rupnagar punjab	india	india	darshana,educational	partial_token_overlap_unindexed
S1-852334435	S3-3763546	S3	bay keystone indigo llc	2445 52nd street lincoln ne	us	us	bay,keystone,llc	partial_token_overlap_unindexed
S1-253775422	S2-946363513	S2	gold projects	old no 27 new no 77 redhills road chennai tamil nadu	india	india		empty_or_missing_name
S1-105011790	S2-545934961	S2	lakshmi infra private limited	ground floor block no 694 plot no 13 to 18 jayraj textile park mahuej road mangrol surat gujarat	india	india	infra,lakshmi,private	partial_token_overlap_unindexed
S1-992003464	S2-762264647	S2	aashi and co corp	row house 10syno246 1mani konda chitrapuri colony rangareddy telangana	india	india	corp,co,and	partial_token_overlap_unindexed
S1-695706953	S3-362820185	S3	pet services private limited	uttar pradesh mathura ranhera chhata mathura uttar pradesh 203 mathura	india	india		zero_shared_tokens_transliteration
S1-63011872	S3-706121040	S3	etah india ltd	c o ashad miya holi darwaza etah uttar pradesh	india	india	etah,india	partial_token_overlap_unindexed
S1-798087364	S3-143048226	S3	all developers private limited	b 108 sobha opal 39th cross 4th t block jayanagar bangalore karnataka	india	india		empty_or_missing_name
S1-890371167	S3-45170629	S3	anand tech private limited	s no 176 flat no 801 shivom regency baner road haveli pune maharashtra	india	india	tech,anand,limited,private	partial_token_overlap_unindexed
S1-362037275	S2-481809482	S2	wisdom sciences llp	shop no 26 first floor escort herion limited mujessar sector 24 faridabad haryana	india	india	wisdom,sciences	partial_token_overlap_unindexed
S1-976162944	S2-909219651	S2	scholarship ministries	303 main street village of eden wi	us	us	scholarship,ministries	partial_token_overlap_unindexed
S1-763328326	S2-366337209	S2	ward paceline	2952 old walton circle algood tn	us	us	ward,paceline	partial_token_overlap_unindexed
S1-507722559	S2-384119630	S2	supreme construction collective	655 promenade parkway unit 2092 irving tx	us	us		zero_shared_tokens_transliteration
S1-654168735	S3-732768031	S3	anil raise ltd	no 72 kno 53 1 3rd cros ramanjineya layout bangalore north bangalore karnataka	india	india	ltd,anil	partial_token_overlap_unindexed
S1-684460528	S3-178901429	S3	global consultants private limited	sco 9 gf and basement huda market sector 31 32a sadar bazar gurgaon haryana	india	india		empty_or_missing_name
S1-763445734	S3-317522377	S3	first logistics company	877 pryor creek road huntley mt	us	us	logistics,first	partial_token_overlap_unindexed
S1-18076290	S2-753026541	S2	chorasi mutual private limited	148 h no kawas chorasi surat gujarat	india	india	chorasi,private,mutual	partial_token_overlap_unindexed
S1-447633176	S3-984319129	S3	om consultants	tower f 2122 gaur sportswood noida gautam buddha nagar uttar pradesh	india	india	om,consultants	partial_token_overlap_unindexed
S1-503168886	S2-356667247	S2	precision allstate inc	210 burton street gillespie il	us	us		zero_shared_tokens_transliteration
S1-870992471	S3-421984194	S3	active shoes pvt ltd	shree bhihar colony rai dt083 p203 railway station road gwalior madhya pradesh	india	india	active,pvt,ltd	partial_token_overlap_unindexed
S1-582041644	S3-319870747	S3	delhi infra clinic	315 g floor block bg sanjay gandhi tp nagar north west delhi delhi	india	india	clinic,delhi	partial_token_overlap_unindexed
S1-509228574	S3-310339409	S3	coleman isahella g ph d p c	1442 lakeshore drive louisa county va	us	us	coleman,g,ph,d,isahella	partial_token_overlap_unindexed
S1-111239278	S2-573085616	S2	kassi tucker columbia llc	2895 premae drive akron oh	us	us	columbia,kassi,tucker	partial_token_overlap_unindexed
S1-242195439	S3-761389926	S3	dream infra limited	gat no 71 22 turkheda near mamurabad jalgaon jalgaon maharashtra	india	india		empty_or_missing_name
S1-371814600	S3-103576628	S3	heidi w cortes l c s w	246 northpoint avenue huntington in	us	us	w,s,l,c,heidi	partial_token_overlap_unindexed
S1-851158608	S3-334623392	S3	vetri college corp	175 pocket dmayur vihar phase ii delhi east delhi delhi	india	india	corp,vetri	partial_token_overlap_unindexed
S1-133868991	S2-209534171	S2	hyderabad 7 travels public limited	telangana andhra pradesh h no 2 98 3 10 b block b kakateeyaagar habsiguda hyderabad 7	india	india	limited,hyderabad,7	partial_token_overlap_unindexed
S1-914501306	S3-522277143	S3	perfect marketing private limited	kalane house tal mahur post wai bajar plot no 151 nanded maharashtra mahore	india	india		empty_or_missing_name
S1-669276233	S2-10527536	S2	munoz scuti	2449 remington road unit apartment 2 city of green bay wi	us	us	munoz	partial_token_overlap_unindexed
S1-522592418	S3-921699747	S3	united fellowship	18 b street drummond mt	us	us	united,fellowship	partial_token_overlap_unindexed
S1-124391901	S3-324960904	S3	children s fund llc	34973 polo arizmendi circle san benito tx	us	us		zero_shared_tokens_transliteration
S1-879957116	S2-969705686	S2	guru builders private limited	a block gf 41 avichal sho daskroi ahmedabad gujarat	india	india		empty_or_missing_name
S1-140408664	S3-362373604	S3	martinez and hurd group	columbus 2876 fox hollow in	us	us	martinez,and,hurd	partial_token_overlap_unindexed
S1-775160533	S3-88915606	S3	twisted yoga inc	63 esmond street unit 1 boston ma	us	us	yoga,twisted	partial_token_overlap_unindexed
S1-800226602	S3-956544389	S3	global telecom works llc	3892 sherbourne drive erlanger ky	us	us	telecom,global	partial_token_overlap_unindexed
S1-590367734	S2-632247738	S2	drayic quality llc	220 hempstead street nashville ar	us	us		zero_shared_tokens_transliteration
S1-618592992	S3-416051848	S3	integrated defense enterprises	1537 acorn way woodmoor co	us	us	enterprises,integrated,defense	partial_token_overlap_unindexed
S1-295937307	S3-899943801	S3	back alley deli llc	300 park terrace drive unit 323 stoneham ma	us	us	alley,llc,back	partial_token_overlap_unindexed
S1-211147486	S3-621917896	S3	little barbershop	nc pittsboro 125 dusty arbor lane	us	us	little,barbershop	partial_token_overlap_unindexed
S1-801231306	S2-669201997	S2	chordia association private limited	d 220 2 4th floor 401 abulfazal enclave 1 okhla south delhi delhi new delhi	india	india	chordia,private,association	partial_token_overlap_unindexed
S1-321002892	S3-608570699	S3	wick and heisey manulife inc	10939 running brook road indianapolis in	us	us	manulife,and,heisey,wick	partial_token_overlap_unindexed
S1-280808416	S3-87044616	S3	tx capital monte	101 2nd street garden city ks	us	us		zero_shared_tokens_transliteration
S1-176399598	S2-561149085	S2	kelly stores l l c	1209 johnson street massillon oh	us	us	stores,kelly	partial_token_overlap_unindexed
S1-69727842	S3-662046050	S3	h y and k figx	171 oakmont cove bells tn	us	us	h,and,y,k	partial_token_overlap_unindexed
S1-990084334	S3-758828470	S3	ram hospitality private limited	v and po burari delhi north delhi delhi 621 delhi	india	india	private,limited,hospitality	partial_token_overlap_unindexed
S1-977979640	S2-167491545	S2	corporate staffing concepts inc	133 fleetwood terrace amherst ny	us	us	concepts,inc,corporate	partial_token_overlap_unindexed
S1-807899625	S2-223493855	S2	associated educational society	d 1 32 chennai arumbakkam tamil nadu police station street mmda colony	india	india	educational,associated	partial_token_overlap_unindexed
S1-601924236	S3-952816704	S3	american pampa	ok 1119 colt drive durant	us	us	pampa,american	partial_token_overlap_unindexed
S1-11331276	S3-790150525	S3	kishore polytechnic	door no 1 2 286 domalaguda hyderabad telangana	india	india	kishore,polytechnic	partial_token_overlap_unindexed
S1-505374525	S2-294485927	S2	quality media associates inc	618 friendship cross street north wilkesboro nc	us	us	media,inc,quality	partial_token_overlap_unindexed
S1-254626800	S2-455931795	S2	heritage vanguard wintergreen inc	41 fermoy heights avenue boston ma	us	us		zero_shared_tokens_transliteration
S1-595525735	S2-81364603	S2	mega machine private limited	c o rajendra srivastav ambedkar nagar banda uttar pradesh	india	india	private,mega,machine	partial_token_overlap_unindexed
S1-542989178	S2-784104371	S2	urgent care united associates	234 whitesell street unit 204 monmouth or	us	us	united,associates,urgent	partial_token_overlap_unindexed
S1-667250249	S2-195501440	S2	pinnacle pllc	419 washington avenue warden wa	us	us	pllc	partial_token_overlap_unindexed
S1-208123691	S2-548694133	S2	clausen health center p c	13510 65th street vancouver wa	us	us	health,center,clausen	partial_token_overlap_unindexed
S1-715561850	S3-70538056	S3	huang sprott inc	co pueblo west 1332 avenida del oro	us	us		zero_shared_tokens_transliteration
S1-936095007	S3-861025184	S3	kashyap infratech bangalore	201 diamond nest nr colony old airport road konanaagrahara bangalore karnataka	india	india	bangalore,kashyap	partial_token_overlap_unindexed
S1-874660306	S3-289365741	S3	physical therapy associates group	4303 elkins avenue unit b nashville tn	us	us	physical,therapy	partial_token_overlap_unindexed
S1-874703841	S2-354790200	S2	nishtha vincom private limited	430 1st phase jade garden opp club cabana sadahalli bangalore karnataka	india	india	private,limited,nishtha	partial_token_overlap_unindexed
S1-850826669	S3-720100931	S3	capita labs private limited	flat no 402 4th floor kailash building 26 k g marg new delhi delhi	india	india	private,limited,capita	partial_token_overlap_unindexed
S1-997382020	S2-129456412	S2	collins pacific kensington	1014 dartmouth street chattanooga tn	us	us	kensington,collins	partial_token_overlap_unindexed
S1-994834382	S3-647035417	S3	deerdre berg precision brewing inc	1300 grandview drive fl 0 saint louis mo	us	us	inc,deerdre,berg,brewing,precision	partial_token_overlap_unindexed
S1-718054624	S3-279168687	S3	brynna k colson l c s w pc	2001 cherry street olean ny	us	us	pc,w,k,brynna,colson,l,c,s	partial_token_overlap_unindexed
S1-518468319	S3-261497738	S3	anant care pvt ltd	flat no 201 prasad apartments gunfoundry hyderabad telangana	india	india	care,anant,pvt	partial_token_overlap_unindexed
S1-462348603	S3-531556609	S3	bright payment digital corporation	183 edgewater avenue islip ny	us	us	payment,bright	partial_token_overlap_unindexed
S1-854207766	S2-455413377	S2	yamuan education private limited	h no 17 sector 41 aghapur noida gautam buddha nagar uttar pradesh	india	india	private,yamuan,education	partial_token_overlap_unindexed
S1-725151419	S3-409411034	S3	pioneer estate private limited	h1 85 ii floor riico industrial area mansarovar jaipur rajasthan	india	india	private,limited,estate,pioneer	partial_token_overlap_unindexed
S1-762440821	S3-378411289	S3	emco promoters	shop no 158 159 mehnandvas house nehru bazar jaipur rajasthan	india	india	emco	partial_token_overlap_unindexed
S1-921664491	S2-3325917	S2	maryjane l martin m d p c llc	4 martine avenue unit apartment 1219 white plains ny	us	us	llc,d,maryjane,l,c,m,p	partial_token_overlap_unindexed
S1-373405845	S3-228997702	S3	pioneer shiva logistics private limited	no 19 aladi road pudhupet ppt vriddhachalam cuddalore tamil nadu	india	india		empty_or_missing_name
S1-959324129	S2-460557479	S2	digital arihant global llp	bangalore bangalore south 42 4 near east point hospital karnataka	india	india		empty_or_missing_name
S1-870806489	S3-594619115	S3	bharat and brothers private limited	57a park street kolkata calcutta west bengal	india	india	bharat,private,limited,brothers	partial_token_overlap_unindexed
S1-669413769	S2-848895807	S2	first investment private limited	57b purna das road kolkata howrah west bengal	india	india	limited,first,investment	partial_token_overlap_unindexed
S1-805535132	S2-586609643	S2	bombay ss hospitality pvt ltd	c o sukhbir singh huda sector 34 village shahpur ambala haryana	india	india	ss,pvt,bombay,hospitality	partial_token_overlap_unindexed
S1-127463334	S3-605179833	S3	shakti industries	h no 11a s f patparganj nr bapu nacher hospital east delhi delhi	india	india		empty_or_missing_name
S1-546751738	S2-704911239	S2	holloway medical	everett 121 linden street unit 2 ma	us	us		zero_shared_tokens_transliteration
S1-282807299	S2-810730579	S2	doralyn frankel siddhi p c	tonawanda ny 22 channing place	us	us	doralyn,frankel	partial_token_overlap_unindexed
S1-809913071	S3-818129773	S3	quva senior inc	bonifay 3174 rucker lane fl	us	us	inc,quva	partial_token_overlap_unindexed
S1-14306813	S3-713984317	S3	newway india mills private limited	no 10 karnataka old no c 26 3rd main road k s i d c industrial estate rajajinagar bangalore	india	india		zero_shared_tokens_transliteration
S1-682461404	S2-496316891	S2	aditya infra limited	e 39 riico growth centre hamirgarh bhilwara rajasthan	india	india		empty_or_missing_name
S1-775720636	S3-275718984	S3	g materials	1908 hutto road georgetown tx	us	us	materials,g	partial_token_overlap_unindexed
S1-372727616	S3-44413956	S3	gao biotechnologies llc	19 milwaukee street dubuque ia	us	us	gao,biotechnologies	partial_token_overlap_unindexed
S1-867874591	S2-237208673	S2	indian creative hospitality	d 414 u g f lhs gali no 14a 5 kh no 94 20 2 sadh nagar palam colony delhi south west delhi delhi	india	india	indian,creative,hospitality	partial_token_overlap_unindexed
S1-947028134	S3-808878365	S3	premier prime fidelity	1743 85th street chicago il	us	us	fidelity,premier	partial_token_overlap_unindexed
S1-161238851	S3-864579853	S3	k b stiffler partners	109 legends way unit apartment 296 walton ky	us	us	partners,k,b	partial_token_overlap_unindexed
S1-601242427	S2-51814769	S2	housing charities	ky 701 monroe street unit apartment b newport	us	us	housing,charities	partial_token_overlap_unindexed
S1-940977934	S2-995336190	S2	united and marketing limited	2 66 arya mohalla nangloi east delhi delhi	india	india	united,limited,and	partial_token_overlap_unindexed
S1-112045460	S3-133280269	S3	all exports pvt ltd	pune maharashtra nr republic school dehuroad h no 58 pune	india	india		empty_or_missing_name
S1-266407460	S2-57209764	S2	global infra private limited	102 anand bhavan k n road chinch bunder dongri mumbai mumbai city maharashtra	india	india		empty_or_missing_name
S1-747799453	S3-423518176	S3	al finance limited	603 sankar mahal premises co op soc ctc 874 f p b vile parle west mumbai mumbai city maharashtra	india	india		empty_or_missing_name
S1-880136778	S2-397518933	S2	perfect projects limited	b32 shranam 9 opp chandan party plot ahmadabad city ahmedabad gujarat	india	india		empty_or_missing_name
S1-340745284	S2-767083235	S2	premier construction services inc	421 hunter loop bertram tx	us	us	construction,premier	partial_token_overlap_unindexed
S1-924702753	S3-524088539	S3	hutcherson cosmetics llc	912 hannaway road columbia tn	us	us	cosmetics,hutcherson	partial_token_overlap_unindexed
S1-852009155	S3-212162519	S3	chiropractic center	fort fairfield me 244 presque isle road	us	us	chiropractic,center	partial_token_overlap_unindexed
S1-313600572	S2-785947007	S2	my healthcare private limited	c o sumedh jaypalji mohagaon nagpur narkher nagpur maharashtra	india	india		empty_or_missing_name
S1-961531577	S2-517597680	S2	wwi strategy private limited	plot no 48 2nd floor office no 201 near park hasanpur east delhi delhi	india	india		zero_shared_tokens_transliteration
S1-58259520	S3-95232594	S3	better security worldwide llc	402 church street ofallon mo	us	us		zero_shared_tokens_transliteration
S1-803677059	S3-86574551	S3	badami technoengineers co	98 way side of aaher vadi aaher vadi area kalyanpur 3 kalyanpur jamnagar gujarat	india	india	badami,co	partial_token_overlap_unindexed
S1-501252929	S3-653215502	S3	granite	livingston ca 1930 f street	us	us	granite	partial_token_overlap_unindexed
S1-993208933	S2-551236240	S2	tech business	haryana ph 3 sai kunj n p v b 9 palam vihar gurgaon	india	india		empty_or_missing_name
S1-713009011	S3-79151504	S3	back alley nails	219 central street danville city va	us	us	back,nails	partial_token_overlap_unindexed
S1-569281801	S3-594386582	S3	atlantic staking llc	3360 glenbrook drive hailey id	us	us		zero_shared_tokens_transliteration
S1-620173167	S2-183691396	S2	shiva guru power limited	38 a main street kalipalayam elavanatham post arachalur erode tamil nadu	india	india		empty_or_missing_name
S1-342389087	S2-337078782	S2	great prime studios ltd	1430 prairie village drive waukee ia	us	us		zero_shared_tokens_transliteration
S1-408643468	S2-233653566	S2	gd enterprises private limited	c o sunny sharma vii panighata t e siliguri darjiling darjeeling west bengal	india	india	enterprises,gd,private	partial_token_overlap_unindexed
S1-669348062	S3-341702692	S3	novus construction pllc	28 corey street unit 1 everett ma	us	us	pllc,novus	partial_token_overlap_unindexed
S1-610850812	S3-178470362	S3	vivekanand financiers corporation	flat no 1 top floor lalitha krishna apartments 2 giri road t nagar chennai tamil nadu	india	india	vivekanand,corporation	partial_token_overlap_unindexed
S1-709206753	S3-984671759	S3	pacific star bny llc	521 a street oregon city or	us	us	pacific,star,bny	partial_token_overlap_unindexed
S1-242797708	S3-306629431	S3	universal logistics limited	supath ii opp wadaj bus terminal nr union bank of india usmanpura ashram road ahmedabad 102 e gujarat ahmadabad city	india	india		empty_or_missing_name
S1-850019522	S3-114582764	S3	kestiq gabelli corporation	61 windmere circle tyngsborough ma	us	us		zero_shared_tokens_transliteration
S1-237514166	S2-79434961	S2	delhi solutions ltd	tamil nadu chennai new no 25 g2 agasthiyar street east tambaram old no 9 chennai	india	india	solutions,delhi	partial_token_overlap_unindexed
S1-579215071	S2-265908095	S2	soares bank llc	3324 magnolia hill drive unit 912 charlotte nc	us	us	llc,soares	partial_token_overlap_unindexed
S1-172723888	S2-553010583	S2	kendig graphics llc	2616 poinciana drive virginia beach city va	us	us	kendig,graphics	partial_token_overlap_unindexed
S1-522715990	S2-5813470	S2	rockhold aviles and sawyers media llc	oh tiffin 1653 sr 53	us	us		zero_shared_tokens_transliteration
S1-144622048	S3-914661014	S3	royal digital group	3151 garnet drive mo high ridge	us	us	royal,digital	partial_token_overlap_unindexed
S1-84850234	S2-975378149	S2	roberson duke llc	5734 wabash avenue baltimore md	us	us	duke,roberson	partial_token_overlap_unindexed
S1-739331292	S3-549954444	S3	kelley next inc	3126 stratford pointe drive sugar land tx	us	us		zero_shared_tokens_transliteration
S1-513658304	S3-395792494	S3	novic motors llc	765 clipper way sacramento ca	us	us	llc,novic	partial_token_overlap_unindexed
S1-959407953	S3-364354264	S3	sukh commercial private limited	f no 42 s no 77 p no 10 eden myfair complex nashik maharashtra	india	india	private,commercial,sukh	partial_token_overlap_unindexed
S1-600559238	S3-166615837	S3	international investment private limited	vivekanand society kupwad sangli maharashtra s no 3730 sangli	india	india		empty_or_missing_name
S1-270255759	S3-439338467	S3	ay entertainment group	5629 galloway road flemington wv	us	us	ay,entertainment	partial_token_overlap_unindexed
S1-46916077	S3-637058605	S3	saloni fund limited	vpo jeeni surajgarh jhunjhunun rajasthan jhunjhunun rajasthan	india	india	fund,saloni	partial_token_overlap_unindexed
S1-249796146	S3-823827310	S3	colonial assets llc	2913 oxwich avenue rio rancho nm	us	us	colonial,assets	partial_token_overlap_unindexed
S1-763163915	S3-701804335	S3	best investment private limited	flat no 3 e block db g 8 area rajouri garden hari nagar dadb block new delhi south west delhi delhi	india	india	private,best,investment	partial_token_overlap_unindexed
S1-962375035	S3-408974817	S3	obsidian inc	10927 thomas avenue bloomington mn	us	us	inc	partial_token_overlap_unindexed
S1-721213593	S3-155008605	S3	swaraj and brothers corp	d 4 sweet home chs ltd mumbai maharashtra plot 253 rscc 39 sec 2 gorai 2 nr pragati sch borivli w mumbai city	india	india	swaraj	partial_token_overlap_unindexed
S1-425588246	S3-680339489	S3	abraham preferred pllc	8519 alcott drive houston tx	us	us	abraham,preferred	partial_token_overlap_unindexed
S1-178253376	S3-664040133	S3	diena s safe communications	4301 whittle springs road unit 1205 knoxville tn	us	us	safe,diena,s,communications	partial_token_overlap_unindexed
S1-566396711	S2-730461338	S2	redwood zhejiang llc	1231 echo glen road charlotte nc	us	us	llc,redwood	partial_token_overlap_unindexed
S1-574426299	S3-284073581	S3	west bitwise pllc	in 6034 salisbury lane noblesville	us	us		zero_shared_tokens_transliteration
S1-551605303	S2-976172728	S2	monika harper value biomedical llc	229 landis court asheboro nc	us	us	monika,harper,value,biomedical	partial_token_overlap_unindexed
S1-755546342	S3-989714910	S3	behavioral health clean group	4316 163rd street cleveland oh	us	us	health,clean,behavioral	partial_token_overlap_unindexed
S1-34880354	S2-945161916	S2	lotus properties private limited	11 a bidhan pally p o goria south 24 parganas west bengal	india	india		empty_or_missing_name
S1-906079981	S3-489697405	S3	radhakrishna ship private limited	108 b devika tower new delhi south delhi delhi	india	india	private,radhakrishna	partial_token_overlap_unindexed
S1-592476714	S3-39437536	S3	products ap services	no 312 3rd cross royal corner k h road bangalore karnataka	india	india	ap,products,services	partial_token_overlap_unindexed
S1-485299299	S3-613671263	S3	sumner resorts	wa sumner 7407 154th avenue	us	us	sumner	partial_token_overlap_unindexed
S1-723682516	S3-56239491	S3	new finance pvt ltd	27 braboune road 6th floor r n 601 kolkata howrah west bengal	india	india	new,finance	partial_token_overlap_unindexed
S1-303121780	S3-387860114	S3	foot and ankle care associates llc	261 pawnee road scott city ks	us	us	care,foot,and	partial_token_overlap_unindexed
S1-392902135	S3-683156766	S3	sampat enterprises llp	plot no 22 harikrishna enclave shivaji nagar nagpur flat no 601 nagpur maharashtra	india	india	llp,sampat	partial_token_overlap_unindexed
S1-63440658	S3-14592461	S3	pravin and brothers private limited	ff1 dwarakamai residency no 2278 c block sahakarnagar bangalore bangalore karnataka	india	india	pravin,limited,and,brothers	partial_token_overlap_unindexed
S1-796091373	S2-583486535	S2	fresh nails	20746 1430 road lone wolf ok	us	us	fresh,nails	partial_token_overlap_unindexed
S1-194024460	S3-227757148	S3	lambodar pharmacy private limited	house no 8 4 maharashtra kolhapur e ward jamadar colony kolhapur karvir	india	india	private,limited,lambodar	partial_token_overlap_unindexed
S1-740119573	S2-381343040	S2	womens health clinic	il 4637 laramie avenue chicago	us	us	health,clinic,womens	partial_token_overlap_unindexed
S1-776311615	S2-613925330	S2	regional smart communities	718 washington street grand forks nd	us	us	smart,regional	partial_token_overlap_unindexed
S1-322621669	S2-718450162	S2	happy book store pllc	29 endicott street lynn ma	us	us	pllc,happy,book	partial_token_overlap_unindexed
S1-681326197	S3-370109892	S3	pediatric dental medicine	2051 185th street decorah ia	us	us	medicine,pediatric,dental	partial_token_overlap_unindexed
S1-84773725	S2-950608607	S2	trinity methodist church	157 sabattus street unit apt 2 lewiston me	us	us	methodist,trinity	partial_token_overlap_unindexed
S1-762533427	S3-320835926	S3	infra india craft pvt ltd	pune neeta chambers maharashtra 216 office 12 shivajinagar	india	india	infra,pvt,craft,india	partial_token_overlap_unindexed
S1-214429155	S3-792061379	S3	family services	14244 windrose drive surprise az	us	us	family,services	partial_token_overlap_unindexed
S1-757905995	S2-363963767	S2	economic development society	9219 foxboro drive brentwood tn	us	us		zero_shared_tokens_transliteration
S1-578549069	S2-523556108	S2	solic ingredients	3754 badger run denver nc	us	us	solic,ingredients	partial_token_overlap_unindexed
S1-532167943	S2-91948019	S2	universal enterprises private limited	b s complex nayabans noida uttar pradesh noida gautam buddha nagar uttar pradesh	india	india	enterprises,private,universal	partial_token_overlap_unindexed
S1-580254632	S2-514675016	S2	as and sons pvt ltd	maharashtra 401 402 thane smruti apartment vishnunagar naupada	india	india	as,pvt,ltd,sons	partial_token_overlap_unindexed
S1-519076290	S2-484080182	S2	jay infra private limited	malayankulamambasamudram taluk tirunelveli district tirunelveli pin tamil nadu	india	india		zero_shared_tokens_transliteration
S1-901107675	S2-560676174	S2	harbor bright llc	hooper ut 5346 4700	us	us	llc,harbor	partial_token_overlap_unindexed
S1-202434240	S2-49033495	S2	family bay group	110 whip lane fl 0 glen burnie md	us	us	bay,family	partial_token_overlap_unindexed
S1-876899003	S2-101728052	S2	hari sky infra llp	b 166 gali no 2 nehru vihar karawal nagar road new delhi east delhi delhi	india	india		empty_or_missing_name
S1-701826028	S2-488024362	S2	sunrise southern technologies private limited	bn 347 bapuji nagar pongumoodu medical college p o thiruvananthapuram thiruvananthapuram trivandrum kerala	india	india		empty_or_missing_name
S1-220825875	S3-310059946	S3	rev it up ice cream	3203 guion road indianapolis in	us	us	rev,ice,it,up,cream	partial_token_overlap_unindexed
S1-24479142	S3-338716838	S3	north textiles	619 2nd street humboldt ks	us	us	north	partial_token_overlap_unindexed
S1-773585271	S3-506119253	S3	interstate premier infinite pllc	21 black walnut lane nelson county va	us	us	pllc,interstate,infinite	partial_token_overlap_unindexed
S1-549242522	S3-980455785	S3	global apple inc	1323 sunset boulevard st george city ut	us	us	apple,global	partial_token_overlap_unindexed
S1-832115704	S2-9218870	S2	too solutions private limited	a 20 2c chet ram gali mouj pur delhi north east delhi	india	india	too	partial_token_overlap_unindexed
S1-149289528	S2-602000182	S2	hotel advisory llp	5 1 clive row 2nd floor kolkata howrah west bengal	india	india	hotel,advisory	partial_token_overlap_unindexed
S1-149710918	S3-856934488	S3	d 5 bright imperii llc	3944 hemway court simi valley ca	us	us	bright,d,llc,5	partial_token_overlap_unindexed
S1-170243264	S3-991918262	S3	baba hospitality private limited	house of suman ranjan w o sanjeev ranjan ramdhanipur sampatchak shahpur patna bihar	india	india	baba,limited,private	partial_token_overlap_unindexed
S1-896734527	S3-502399569	S3	unickon traders limited	44 a govt industrial estate m g road charkop opp ganesh hotel kandivali w est mumbai mumbai city maharashtra	india	india		zero_shared_tokens_transliteration
S1-902711336	S3-659018038	S3	jackson federal investment llc	864 pilot school road thomasville nc	us	us	jackson,federal,investment	partial_token_overlap_unindexed
S1-108566532	S3-561604972	S3	perfect media limited	first floor city point narsang tekri chhaya porbandar gujarat	india	india		empty_or_missing_name
S1-736579963	S3-767984343	S3	bombay technology private limited	flat no 202 f building fiorella phase 2 sukhwani campus near s t stand pimpri pune maharashtra	india	india		empty_or_missing_name
S1-490917776	S3-231567757	S3	secure medical union llc	2702 randolph street indianapolis in	us	us	medical,secure	partial_token_overlap_unindexed
S1-139425336	S3-669696440	S3	ramsarup international school	ahmedabad 401 shaili complex b h rainbow complex nr railway line gujarat ahmadabad city	india	india	ramsarup,international	partial_token_overlap_unindexed
S1-119074893	S2-742022754	S2	peak group pllc	110 mary alice drive valley mills tx	us	us	pllc,group	partial_token_overlap_unindexed
S1-848672453	S3-899864997	S3	ludhiana traders private limited	7 7 1 brojonath lahiri lane howrah west bengal	india	india	ludhiana,traders	partial_token_overlap_unindexed
S1-113824804	S3-467762783	S3	data property brands inc	4230 garden drive phoenix az	us	us	inc,data,property	partial_token_overlap_unindexed
S1-269046216	S2-67776116	S2	zephova jena corporation	17804 altesino cove pflugerville tx	us	us		zero_shared_tokens_transliteration
